module_type,region,climate,moisture,soil_type,count,sum,mean,median,min,max,q1,q3
Livestock,Oceania,Cool Temperate,Dry,High Activity Clay,11,23.214943942835344,2.1104494493486676,1.5675648825705955,-19.632121577776935,20.39598740174949,-4.389893552417241,8.358579688285282
Livestock,Oceania,Boreal,Dry,High Activity Clay,11,22.384215595032146,2.034928690457468,1.1931933798683494,-14.968169554198626,16.39507913857845,-4.803258795529104,9.921523351187615
Livestock,Europe,Warm Temperate,Dry,High Activity Clay,7,21.35267142969599,3.050381632813713,1.5571294199999999,-10.975685962500002,14.952383774999996,-1.62790803,13.350342656250005
Livestock,North America,Tropical,Dry,Spodic,7,21.055584287237007,3.0079406124624297,-0.5143275369539997,-39.320727505312504,48.4146570765,-29.223553034812483,41.683207429499994
Livestock,Eastern Asia,Tropical,Moist,Spodic,9,20.026706891290463,2.225189654587829,1.2780693124964253,-16.112428648021616,18.73697620796324,-5.174501780643542,6.911015076242591
Livestock,Oceania,Cool Temperate,Moist,Low Activity Clay,9,19.8712827452194,2.207920305024378,1.5921959829000119,-18.7499544614249,27.19707356630317,-4.779632779267306,10.381177957274616
Livestock,Eastern Asia,Tropical,Moist,Low Activity Clay,9,19.68283292784927,2.1869814364276965,1.2879776994410708,-16.487136290998862,22.900743799175423,-6.641782145043552,8.13857983665705
Livestock,Eastern Asia,Cool Temperate,Moist,Wetland,9,19.616949667129372,2.1796610741254856,0.8962869993709506,-18.7499544614249,21.79694649800042,-5.725688216583079,7.05850126227265
Livestock,Oceania,Boreal,Moist,Wetland,11,18.940705935543587,1.7218823577766897,1.2018221893777286,-20.03233578865392,18.292025973191567,-5.110150518634941,7.890481573897563
Livestock,Eastern Asia,Tropical Montane,Dry,Wetland,10,18.12537111261444,1.8125371112614441,3.53991908179404,-20.376173023428866,20.83926786487043,-6.894074572994083,9.551369976978723
Livestock,South-Eastern Asia,Boreal,Moist,Wetland,11,17.730096545537993,1.611826958685272,1.1305643742066775,-21.259517694610967,25.35806321417894,-5.118430115643542,8.366127437257392
Livestock,Eastern Asia,Tropical,Dry,Low Activity Clay,10,17.658373328353353,1.7658373328353352,3.975702560946628,-22.447542103586546,21.416091803288026,-4.8601664536091045,8.055233792542827
Livestock,Oceania,Tropical Montane,Dry,Sandy,9,17.087995161576394,1.8986661290640439,0.9954227480924578,-22.328215874711546,20.34807790177363,-1.7527384466192266,7.031396771382723
Livestock,Oceania,Tropical,Moist,Wetland,10,16.921017706063687,1.6921017706063686,2.956571596693082,-23.415729349986517,21.82855138926087,-5.047830047219245,7.374524231794849
Livestock,Eastern Asia,Boreal,Dry,High Activity Clay,10,16.862341638018673,1.6862341638018674,3.693852294997485,-16.39507913857845,17.175797192796473,-4.290730375086431,8.730072118875743
Livestock,South-Eastern Asia,Warm Temperate,Moist,High Activity Clay,11,16.26903495450383,1.4790031776821664,1.4063374840209526,-22.349873456244172,28.51553839417291,-7.3809629754007675,10.439822176730617
Livestock,South-Eastern Asia,Tropical,Moist,Sandy,11,15.996196774909563,1.4541997068099604,1.2382980076683445,-20.567256000311676,22.526042286055645,-6.641782145043552,10.469700532442618
Livestock,Oceania,Tropical Montane,Dry,Wetland,10,15.682161951767062,1.5682161951767062,1.6924958294081205,-16.232696343152817,20.83926786487043,-4.044557220934004,6.053453976106743
Livestock,North America,Tropical,Moist,High Activity Clay,7,15.318892176555028,2.1884131680792898,-0.7326197801999995,-41.44448989589999,49.23142045087501,-39.642555552599994,48.137388885300005
Livestock,Oceania,Warm Temperate,Moist,Wetland,10,15.252474870226761,1.5252474870226762,3.6302297935375876,-21.04791879155867,20.032453596160316,-5.499392193922031,10.439822176730617
Livestock,North America,Tropical Montane,Dry,Wetland,7,15.091297027052995,2.1558995752932852,-0.6526853058000004,-30.049357235625006,40.86712584045,-27.645408656774993,32.453305814474994
Livestock,Oceania,Tropical,Wet,High Activity Clay,10,14.803985638996574,1.4803985638996573,-0.30477032891695577,-23.163131851159264,22.77637735992358,-5.255682363389745,5.924979180502357
Livestock,North America,Tropical Montane,Dry,High Activity Clay,7,14.434427571419993,2.0620610816314278,-0.5482556568720002,-34.456596296850016,45.73225986907499,-32.453305814474994,36.05922868275002
Livestock,Oceania,Boreal,Moist,High Activity Clay,11,14.39392932229303,1.3085390292993664,1.5568138499466782,-20.293175981219566,25.947785614508682,-5.4484902522903775,8.73795532335772
Livestock,South-Eastern Asia,Boreal,Dry,High Activity Clay,11,14.325287016858276,1.3022988197143888,1.4963119333628412,-19.425184138428865,20.308147053811993,-5.882529219989886,8.0620350950322
