module,region,climate,moisture,soil_type,count,sum,mean,median,min,max,q1,q3
Grassland,Eastern Africa,Cool Temperate,Dry,Volcanic,496,275.5593611488978,0.5555632281227778,0.0,-43.19833816191667,45.97884369906667,-16.166658929666667,17.19679286544127
Grassland,Western Asia,Boreal,Dry,Volcanic,496,275.0732649361625,0.5545831954358115,0.0040697464500000224,-43.36813241346667,45.930873258914275,-16.201542470666674,17.38617189906666
Grassland,Eastern Asia,Cool Temperate,Dry,Volcanic,496,274.9536325409273,0.5543420010905792,0.017441770499999953,-43.49805053256667,45.670549661916674,-16.201542470666674,17.289419849428562
Grassland,South America,Boreal,Dry,Volcanic,496,274.87890697076125,0.5541913446991155,0.0,-43.05062143891668,45.99421409366667,-16.31989734191667,17.294274260816664
Grassland,Central Africa,Cool Temperate,Dry,Volcanic,496,274.78088806193233,0.5539937259313151,-0.03488354100000002,-43.12447980041666,46.15368614704421,-16.209681963566666,17.236438743071425
Grassland,Southern Africa,Boreal,Dry,Volcanic,496,274.6186132489255,0.5536665589696078,-0.017441770499999953,-43.28152033406668,45.81209862245239,-16.24642042301667,17.208540199059527
Grassland,Europe,Boreal,Dry,Volcanic,496,274.4402668588764,0.5533069896348314,0.03488354100000002,-43.49805053256667,45.88509978717687,-16.209681963566666,17.236438743071425
Grassland,North America,Cool Temperate,Dry,Volcanic,496,274.0236409109386,0.5524670179656019,0.0,-43.12489508066667,46.223784261914275,-16.32847980041667,17.25984205314284
Grassland,Oceania,Boreal,Dry,Volcanic,496,273.88156152866526,0.5521805675981154,0.017441770499999953,-43.28152033406668,45.97884369906667,-16.528826373766666,17.289419849428562
Grassland,Caribbean,Cool Temperate,Dry,Volcanic,496,273.70374815875925,0.5518220729007243,0.017441770499999953,-43.05101826226668,46.278122332566674,-16.271309552666665,17.253960801366663
Grassland,Eastern Africa,Boreal,Dry,Volcanic,496,273.6563716193862,0.5517265556842464,-0.03488354100000002,-43.41143845316666,46.223784261914275,-16.166658929666667,17.47060097694127
Grassland,Southern Africa,Tropical,Dry,Low Activity Clay,496,273.38762696326086,0.5511847317807679,0.047195378999999926,-44.17023535393332,46.71689888657824,-16.523571170699988,17.747437041674985
Grassland,Oceania,Cool Temperate,Dry,Volcanic,496,273.158296048939,0.5507223710664093,0.0,-43.49805053256667,45.81209862245239,-16.32889508066667,17.47060097694127
Grassland,Southern Africa,Cool Temperate,Dry,Volcanic,496,272.9265151092332,0.5502550707847443,0.017441770499999953,-43.45474449286666,46.278122332566674,-16.24642042301667,17.208540199059527
Grassland,Eastern Asia,Boreal,Dry,Volcanic,496,272.91929707951374,0.5502405183054713,0.03488354100000002,-43.19877189906667,45.86714277454421,-16.218079853066666,17.276838161916665
Grassland,Caribbean,Boreal,Dry,Volcanic,496,271.49176508659053,0.5473624296100615,0.0,-43.45474449286666,45.97884369906667,-16.166658929666667,17.38617189906666
Grassland,Central Africa,Boreal,Dry,Volcanic,496,271.00214255328166,0.5463752874058098,0.017441770500000064,-43.368132413466675,45.670549661916674,-16.31989734191667,17.25984205314284
Grassland,Western Asia,Cool Temperate,Dry,Volcanic,496,270.54375570848896,0.5454511203800181,0.0,-43.324826373766676,45.930873258914275,-16.615438453166668,17.25984205314284
Grassland,Western Africa,Cool Temperate,Dry,Volcanic,496,270.3570651130592,0.5450747280505226,0.017441770499999953,-43.16183348986666,45.94785427885713,-16.32889508066667,17.2490156000381
Grassland,Europe,Cool Temperate,Dry,Volcanic,496,270.06965904140435,0.544495280325412,0.0,-43.05062143891668,45.88509978717687,-16.23642601166667,17.275645832238087
Grassland,South America,Cool Temperate,Dry,Volcanic,496,269.05947761399216,0.5424586242217584,-0.017441770500000064,-43.15263580136666,45.732266342365094,-16.328895080666666,17.2490156000381
Grassland,South-Eastern Asia,Boreal,Dry,Volcanic,496,268.40328528168305,0.5411356558098449,0.0,-43.10219309366667,45.732266342365094,-16.306193093666664,17.19679286544127
Grassland,Europe,Warm Temperate,Dry,Low Activity Clay,496,265.32099745698497,0.5349213658406955,0.04061386560000013,-41.30518873653333,43.43417197753333,-15.312259189333348,16.4103929722857
Grassland,Central America,Warm Temperate,Dry,Low Activity Clay,496,264.4378192135216,0.5331407645433903,0.0,-40.9883496293333,43.664582938533336,-15.428252482133345,16.580640107149218
Grassland,Western Asia,Warm Temperate,Dry,Low Activity Clay,496,262.6493178975344,0.5295349151159967,0.01641578399999999,-41.014669892533334,43.61933694752853,-15.393122125333347,16.523816679961918
Grassland,Central Asia,Warm Temperate,Dry,Low Activity Clay,496,261.6749924351206,0.5275705492643561,0.03283156799999998,-41.014669892533334,43.63630295121425,-15.312259189333348,16.371340014857115
Grassland,North America,Warm Temperate,Dry,Low Activity Clay,496,261.6183959272104,0.5274564434016338,-1.1102230246251565e-16,-41.14215423413333,43.585257377461865,-15.462635877333343,16.4103929722857
Grassland,Southern Africa,Warm Temperate,Dry,Low Activity Clay,496,260.7208800449793,0.5256469355745551,0.0,-41.18291285973333,43.68003697933333,-15.345090757333345,16.4103929722857
Grassland,Northern Africa,Warm Temperate,Dry,Low Activity Clay,496,260.6426592942844,0.525489232448154,0.0,-41.023514728533335,43.664582938533336,-15.385583024533346,16.39293250122447
Grassland,Eastern Africa,Warm Temperate,Dry,Low Activity Clay,496,260.6352557121038,0.525474305871177,-0.020246133599999938,-40.88445248213333,43.828806794517,-15.393122125333347,16.42509876647617
Grassland,Southern Asia,Warm Temperate,Dry,Low Activity Clay,496,260.5021739414401,0.5252059958496776,0.0,-41.023514728533335,43.57699398006802,-15.393122125333347,16.448267029333348
Grassland,South America,Warm Temperate,Dry,Low Activity Clay,496,259.9186832617463,0.524029603350295,0.0,-41.18291285973333,43.61933694752853,-15.393122125333347,16.6359188418762
Grassland,Eastern Asia,Warm Temperate,Dry,Low Activity Clay,496,259.5719259615441,0.5233304958902099,0.0,-40.91883587733333,43.4137294451492,-15.312259189333348,16.37635126893334
Grassland,Oceania,Warm Temperate,Dry,Low Activity Clay,496,258.9537882117245,0.5220842504268639,0.01641578399999999,-41.14215423413333,43.61933694752853,-15.420160398133344,16.39293250122447
Grassland,Caribbean,Warm Temperate,Dry,Low Activity Clay,496,258.91333397182103,0.5220026894593166,0.036661917599999816,-40.9883496293333,43.3899934051833,-15.476417029333346,16.371340014857115
Grassland,Central Africa,Warm Temperate,Dry,Low Activity Clay,496,258.26773209634,0.5207010727748791,-0.03283156799999998,-41.22367148533333,43.4137294451492,-15.420160398133342,16.448267029333348
Grassland,South-Eastern Asia,Warm Temperate,Dry,Low Activity Clay,496,258.0008258463138,0.52016295533531,0.0,-40.91883587733333,43.94625694653333,-15.558469892533346,16.4103929722857
Grassland,Western Africa,Warm Temperate,Dry,Low Activity Clay,496,257.16293068505485,0.5184736505747074,0.0,-41.2644301109333,43.828806794517,-15.345090757333345,16.371340014857115
Grassland,Western Asia,Cool Temperate,Dry,Sandy,496,181.47101256448335,0.36586897694452286,0.0,-28.899505119833336,30.493885235733337,-10.745267586533332,11.734751877383326
Grassland,Europe,Cool Temperate,Dry,Sandy,496,180.98860900923563,0.36489638913152345,0.0,-28.899505119833336,30.469071368947617,-10.745267586533332,11.764181865726197
Grassland,Northern Africa,Cool Temperate,Dry,Sandy,496,180.88170716744654,0.3646808612246906,-0.004198944749999822,-28.575617286333323,30.61484271432975,-10.701961546833324,11.685908305447624
Grassland,Western Africa,Cool Temperate,Dry,Sandy,496,180.54478620263572,0.3640015850859591,-0.017441770499999953,-28.603964008583336,30.427730291357136,-10.831879665933334,11.627077380233338
Grassland,South-Eastern Asia,Cool Temperate,Dry,Sandy,496,180.36165521969008,0.36363236939453647,-0.017441770499999953,-28.899505119833336,30.427730291357136,-10.951566510133325,11.670129564587308
Grassland,Central Africa,Cool Temperate,Dry,Sandy,496,180.33996765214727,0.36358864445997435,-0.021511516950000087,-28.899505119833336,30.493885235733337,-10.988920199583324,11.685908305447624
Grassland,Central Asia,Cool Temperate,Dry,Sandy,496,179.97503305811122,0.3628528892300629,0.03488354100000002,-28.530487089683326,30.395422748353745,-10.615349467433328,11.755837793613951
Grassland,Southern Asia,Cool Temperate,Dry,Sandy,496,179.71786478104013,0.3623344048004841,-0.017441770499999953,-28.68683856573334,30.793163869233336,-10.615349467433328,11.703297739964277
Grassland,Eastern Asia,Cool Temperate,Dry,Sandy,496,179.41921796884702,0.3617322942920303,0.03488354100000002,-28.612546467083337,30.61484271432975,-11.025443328533331,11.809108908797619
Grassland,Central America,Cool Temperate,Dry,Sandy,496,179.07013579845142,0.3610284995936521,0.04295843475000005,-28.942811159533324,30.61484271432975,-10.745267586533332,11.703297739964277
Grassland,Oceania,Cool Temperate,Dry,Sandy,496,178.6243751036691,0.3601297885154619,-0.0040697464500000224,-28.76958700073333,30.37473063241497,-10.78857362623333,11.570778765372618
Grassland,Caribbean,Cool Temperate,Dry,Sandy,496,178.58213456892867,0.3600446261470336,-0.017441770499999953,-28.899505119833336,30.543450962496813,-10.960764198633326,11.80028752885715
Grassland,South America,Cool Temperate,Dry,Sandy,496,178.46746889163327,0.3598134453460348,0.0,-28.68640482858334,30.37473063241497,-10.658655507133327,11.629621355576191
Grassland,North America,Cool Temperate,Dry,Sandy,496,177.97905254286565,0.3588287349654549,0.0,-28.68683856573334,30.25003638682142,-11.025443328533331,11.627077380233338
Grassland,Southern Africa,Cool Temperate,Dry,Sandy,496,174.2436404622198,0.3512976622222173,-0.021511516950000087,-28.640702468033325,30.793163869233336,-11.084358924833339,11.53865264989455
Grassland,Eastern Africa,Cool Temperate,Dry,Sandy,496,173.84914822611336,0.35050231497200274,0.017441770500000064,-28.612961747333333,30.139511793252964,-10.658655507133327,11.734751877383326
Grassland,Oceania,Boreal,Moist,Sandy,496,153.9831387185463,0.31044987644868205,0.0,-22.42130246803333,24.295756689233333,-7.869173626233334,8.854932345861906
Grassland,Eastern Africa,Boreal,Moist,Sandy,496,152.56879648666154,0.30759838001343054,0.0,-22.723411159533327,23.953472029509516,-7.825867586533333,8.92309488602976
Grassland,Caribbean,Boreal,Moist,Sandy,496,152.46523784113245,0.307389592421638,0.0,-22.723411159533327,23.858805292483336,-8.032591018833333,8.726678647369045
Grassland,Northern Africa,Boreal,Moist,Sandy,496,152.44039918980147,0.30733951449556746,-0.017441770499999953,-22.430500156533327,24.124882155222622,-8.004625739183332,8.806701695183335
Grassland,Western Asia,Boreal,Moist,Sandy,496,152.12807279397984,0.30670982418141096,0.03488354100000002,-22.31108708968334,23.961471310333334,-8.032166510133333,8.587491864861907
Grassland,Central Asia,Boreal,Moist,Sandy,496,151.86762551714588,0.3061847288652135,-0.021511516950000087,-22.723411159533327,24.05781128217937,-8.004625739183332,8.78126982865
Grassland,North America,Boreal,Moist,Sandy,496,151.4296203168309,0.3053016538645784,0.0,-22.467438565733335,23.814215020815475,-8.106043328533332,8.806701695183335
Grassland,Central America,Boreal,Moist,Sandy,496,151.4038536034238,0.30524970484561254,-0.017441770499999953,-22.467438565733335,24.188341351465986,-7.739255507133334,8.66214760418333
Grassland,Europe,Boreal,Moist,Sandy,496,150.44054781556264,0.3033075560797634,0.0,-22.723411159533327,23.953472029509516,-8.142981737733333,8.727607120735119
Grassland,South America,Boreal,Moist,Sandy,496,150.0025408656992,0.3024244775518129,-0.017441770499999953,-22.467004828583335,24.295756689233333,-8.078102658083331,8.830335931860319
Grassland,Southern Africa,Boreal,Moist,Sandy,496,149.42996919798398,0.30127009918948383,-0.017441770499999953,-22.593493040433337,23.988212235376196,-7.739255507133334,8.747052847395238
Grassland,Southern Asia,Boreal,Moist,Sandy,496,149.18937007201373,0.3007850203064793,0.0,-22.42130246803333,23.870063254863943,-7.825867586533333,8.78126982865
Grassland,Eastern Asia,Boreal,Moist,Sandy,496,148.93666553203965,0.30027553534685414,0.0255166642500001,-22.766717199233334,24.246383032509517,-7.695949467433332,8.780570267726192
Grassland,Western Africa,Boreal,Moist,Sandy,496,147.93953558548304,0.29826519271266744,0.021511516950000087,-22.593493040433337,23.901797978965988,-8.004625739183332,8.726678647369045
Grassland,South-Eastern Asia,Boreal,Moist,Sandy,496,146.82205117539434,0.2960121999503918,0.017441770499999953,-22.593493040433337,23.84470641322262,-8.069520199583332,8.556527820360317
Grassland,Central Africa,Boreal,Moist,Sandy,496,146.6244796813702,0.29561387032534314,0.03488354100000002,-22.356217286333337,23.996478055733334,-8.032591018833333,8.668312090559525
Grassland,Southern Asia,Boreal,Dry,Sandy,496,142.37394713185512,0.2870442482497079,0.0,-22.384564008583332,23.727429566088436,-7.869173626233334,8.671138235244044
Grassland,Central Africa,Boreal,Dry,Sandy,496,140.3494163831671,0.28296253303057883,0.017441770499999953,-22.55018700073334,23.76468559427211,-7.739255507133334,8.494041075439682
Grassland,Central Asia,Boreal,Dry,Sandy,496,140.19050464319562,0.2826421464580557,0.0,-22.393561747333333,24.10793104405714,-8.032591018833333,8.857036944511902
Grassland,South-Eastern Asia,Boreal,Dry,Sandy,496,139.96899630500448,0.2821955570665413,-0.03488354100000002,-22.467438565733335,23.76468559427211,-7.869173626233334,8.741051927640473
Grassland,Eastern Africa,Warm Temperate,Dry,Sandy,496,139.20560357574686,0.2806564588220703,0.036661917599999816,-22.330149629333327,23.492050399858336,-7.937953806933332,8.816951951866669
Grassland,Northern Africa,Boreal,Dry,Sandy,496,139.18456964905644,0.28061405171180737,0.03488354100000002,-22.467438565733335,23.81502004105714,-7.695949467433332,8.671138235244046
Grassland,North America,Boreal,Dry,Sandy,496,138.9649802737291,0.2801713311970345,-0.03895328745000004,-22.458040927483335,24.156753099233335,-7.782561546833332,8.671138235244044
Grassland,Oceania,Boreal,Dry,Sandy,496,138.92760608561704,0.2800959800113247,0.0,-22.356623338133335,24.051228966772108,-7.695949467433332,8.526127119504764
Grassland,Central America,Boreal,Dry,Sandy,496,138.89719394303103,0.28003466520772385,0.04295843475000005,-22.393146467083334,23.731463077483337,-8.032591018833333,8.767849186939682
Grassland,Europe,Tropical,Dry,Sandy,496,138.80398649621574,0.2798467469681769,-0.09182069324999925,-22.005435416250005,23.771720872978563,-7.797018880199997,8.173740870075001
Grassland,Eastern Asia,Warm Temperate,Dry,Sandy,496,138.09039499569036,0.27840805442679506,0.01641578399999999,-22.524712859733334,23.750491276390484,-8.106196774133332,8.969605806158729
Grassland,Southern Africa,Boreal,Dry,Sandy,496,138.08267842473398,0.2783924968240605,0.0,-22.33597621933333,24.156753099233335,-8.041364198633334,8.667717193797618
Grassland,Western Africa,Boreal,Dry,Sandy,496,137.9890159894409,0.27820366126903406,0.0,-22.636799080133333,23.689671355533328,-8.032591018833333,8.767849186939682
Grassland,South America,Boreal,Dry,Sandy,496,137.9555045626938,0.27813609790865684,0.0,-22.393561747333333,23.989601875669052,-7.912479665933336,8.426170087649657
Grassland,Central Africa,Tropical,Dry,Sandy,496,137.88970445032945,0.27800343639179326,0.3204570803668363,-22.005997266000005,23.46376357827858,-7.733307945000002,8.341096890028572
Grassland,Central Africa,Warm Temperate,Dry,Sandy,496,137.79825490642622,0.2778190623113432,0.03283156799999998,-22.565471485333333,24.037024636533335,-8.166883061333332,8.710445284357142
Grassland,Southern Asia,Warm Temperate,Dry,Sandy,496,137.70966463734058,0.2776404528978641,-0.01641578399999999,-22.565471485333333,23.750491276390484,-8.019471058133336,8.810491602149657
Grassland,Southern Africa,Warm Temperate,Dry,Sandy,496,137.5038168714577,0.27722543724084214,0.04043146800000008,-22.24158546133333,23.720427529333335,-7.937953806933332,8.739610367414965
Grassland,Eastern Africa,Boreal,Dry,Sandy,496,137.3501648167605,0.276915654872501,0.0,-22.370859760333335,24.10793104405714,-8.091806906333332,8.671138235244044
Grassland,Western Asia,Boreal,Dry,Sandy,496,137.33452971939943,0.2768841324987892,-0.03488354100000002,-22.723411159533327,23.76468559427211,-7.695949467433332,8.575892588083331
Grassland,Caribbean,Warm Temperate,Dry,Sandy,496,137.2181493262767,0.2766494946094288,0.01641578399999999,-22.22625248213334,23.66690745227211,-7.8564365557333335,8.703943924133332
Grassland,Central America,Warm Temperate,Dry,Sandy,496,136.75633885840563,0.2757184251177533,-0.01641578399999999,-22.646988736533334,23.990749995457136,-8.097760161333332,8.677990911333332
Grassland,Eastern Asia,Boreal,Dry,Sandy,496,136.64575620948278,0.27549547622879594,0.017441770499999953,-22.430075647833327,23.816870260333335,-7.695949467433332,8.682063180371427
Grassland,Europe,Warm Temperate,Dry,Sandy,496,136.51755093925382,0.2752369978613988,-0.01641578399999999,-22.356469892533333,23.990749995457136,-7.815677930133332,8.816951951866669
Grassland,Central Asia,Warm Temperate,Dry,Sandy,496,136.50459974420048,0.27521088658104936,0.01641578399999999,-22.524712859733334,23.635090781088433,-8.209928894933332,8.884827199704763
Grassland,Oceania,Warm Temperate,Dry,Sandy,496,136.40013149797974,0.2750002651168946,-0.01641578399999999,-22.44319560853334,23.990749995457136,-8.097351938133333,8.603579881739682
Grassland,South America,Warm Temperate,Dry,Sandy,496,136.28288317050684,0.2747638773598928,0.0,-22.261018043733337,24.037024636533335,-7.8971951813333305,8.506333225971428
Grassland,Caribbean,Boreal,Dry,Sandy,496,135.9121525761863,0.2740164366455369,0.0,-22.680105119833332,24.10793104405714,-7.782561546833332,8.767849186939682
Grassland,Western Asia,Tropical,Dry,Sandy,496,135.75130470471422,0.2736921465820851,-0.041092598906631916,-22.510854642100004,23.30067667596428,-7.708970781599999,8.341096890028572
Grassland,Western Africa,Warm Temperate,Dry,Sandy,496,135.31876824456867,0.2728200972672756,-0.03283156799999998,-22.356469892533333,23.613820839269053,-8.202030789333332,8.841250604633334
Grassland,South-Eastern Asia,Warm Temperate,Dry,Sandy,496,135.31787470076318,0.2728182957676677,0.0,-22.48395423413334,23.755350628533336,-7.8971951813333305,8.633118511704764
Grassland,Western Asia,Warm Temperate,Dry,Sandy,496,135.27756957134193,0.2727370354260926,0.01641578399999999,-22.48395423413334,23.720427529333335,-8.167273913333332,8.7924583835873
Grassland,Europe,Boreal,Dry,Sandy,496,135.13800804257582,0.27245566137616095,-0.017441770499999953,-22.356623338133335,23.989601875669052,-8.032166510133333,8.793567600504764
Grassland,Oceania,Tropical,Dry,Sandy,496,135.1144242929896,0.2724081134939307,0.08089821999285729,-22.45226411779999,23.240200695306125,-7.769491068899997,8.301393608219641
Grassland,Western Africa,Tropical,Dry,Sandy,496,134.71356658118512,0.2715999326233571,-0.12829717025714238,-21.894413905649998,23.252292903674995,-7.7337920549999986,8.241467309428568
Grassland,Caribbean,Tropical,Dry,Sandy,496,134.449762839512,0.27106807024095164,-0.1168084406499999,-22.276492544899998,23.8355681971,-7.697608931099999,8.260129199816326
Grassland,South-Eastern Asia,Tropical,Dry,Sandy,496,134.20054677422058,0.2705656184964125,-0.19204012217500127,-22.055398425499995,23.312687507326537,-7.797018880199998,8.23071442369196
Grassland,Southern Africa,Tropical,Dry,Sandy,496,133.92815721748283,0.2700164460029896,0.28810056962499986,-22.335083069200007,23.624313225405363,-7.697608931099999,8.219480312999996
Grassland,Northern Africa,Warm Temperate,Dry,Sandy,496,133.76754125892637,0.26969262350589995,0.01641578399999999,-22.44319560853334,23.750491276390484,-8.132117499733333,8.677990911333332
Grassland,North America,Warm Temperate,Dry,Sandy,496,133.650540633336,0.26945673514785484,0.036661917599999816,-22.48395423413334,23.51468073802721,-8.175351521333333,8.603579881739682
Grassland,Eastern Africa,Tropical,Dry,Sandy,496,132.74793668848693,0.26763696913001395,0.11421845077500004,-22.005435416250005,23.353340538,-7.7473139056499996,8.305866509510203
Grassland,North America,Tropical,Dry,Sandy,496,132.05441116326674,0.2662387321840055,0.24253732937499994,-22.105948255600005,23.700363834826536,-7.801553611499999,8.449619993866069
Grassland,Northern Africa,Tropical,Dry,Sandy,496,131.90004454756243,0.26592750916847263,-0.038107990485713894,-22.217902020600008,23.4306618106,-7.751053723600002,8.372342187
Grassland,Southern Asia,Tropical,Dry,Sandy,496,131.12117956103862,0.2643572168569327,-0.11709560830000021,-22.45226411779999,23.174687299971428,-7.762686094350002,8.3349987556
Grassland,Central Asia,Tropical,Dry,Sandy,496,130.9058656814225,0.26392311629319054,0.10717102825000024,-22.276492544899998,23.46376357827858,-7.762686094350002,8.34709300558571
Grassland,South America,Tropical,Dry,Sandy,496,130.82812251973337,0.2637663760478495,0.10770847587500054,-22.45226411779999,23.4306618106,-7.797018880199997,8.170732166142853
Grassland,Eastern Asia,Tropical,Dry,Sandy,496,130.78145266372823,0.2636722835962263,0.2706019286535708,-22.45226411779999,23.28337852225,-7.7589462764,8.217610793464287
Grassland,Central America,Tropical,Dry,Sandy,496,129.58664717703851,0.26126340156660993,0.0783738673142852,-22.335083069200007,23.771720872978563,-7.7809874339999965,8.283530600085712
