id,climate,land_use_type,region,forest_condition_type,from_year,forest_type,agb_min,agb_max,agb_growth_min,agb_growth_max,agb_unit,agb_min_min,agb_max_max,agb_growth_min_min,agb_growth_max_max,"Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, tables 4.7, 4.8, 4.9, 4.10, 4.12; 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2006), Volume 4 AFOLU, tables 4.12."
10422,Warm Temperate,Dry Forest,Eastern Asia,Secondary,0,Plantation,25.756,32.665,0.94,11.75,tC/ha,7.833522024,51.55254464,2.542620126,7.910547391,
10423,Warm Temperate,Dry Forest,South-Eastern Asia,Secondary,0,Natural,33.323,33.323,2.82,3.29,tC/ha,21.009,45.637,0.3055,5.8045,
10424,Warm Temperate,Dry Forest,South-Eastern Asia,Secondary,0,Plantation,25.756,32.665,0.94,11.75,tC/ha,7.833522024,51.55254464,2.542620126,7.910547391,
10425,Warm Temperate,Dry Forest,Southern Asia,Secondary,0,Natural,33.323,33.323,2.82,3.29,tC/ha,21.009,45.637,0.3055,5.8045,
10426,Warm Temperate,Dry Forest,Southern Asia,Secondary,0,Plantation,25.756,32.665,0.94,11.75,tC/ha,7.833522024,51.55254464,2.542620126,7.910547391,
10427,Warm Temperate,Dry Forest,Western Asia,Secondary,0,Natural,33.323,33.323,2.82,3.29,tC/ha,21.009,45.637,0.3055,5.8045,
10428,Warm Temperate,Dry Forest,Western Asia,Secondary,0,Plantation,25.756,32.665,0.94,11.75,tC/ha,7.833522024,51.55254464,2.542620126,7.910547391,
10429,Warm Temperate,Dry Forest,Europe,Primary,0,Natural,61.1,61.1,1.128,1.128,tC/ha,N/A,N/A,N/A,N/A,
10430,Warm Temperate,Dry Forest,Europe,Secondary,21,Natural,61.1,61.1,1.128,1.128,tC/ha,N/A,N/A,N/A,N/A,
10431,Warm Temperate,Dry Forest,Europe,Secondary,21,Plantation,28.2,28.2,3.76,3.76,tC/ha,N/A,N/A,N/A,N/A,
10432,Warm Temperate,Dry Forest,Europe,Secondary,0,Natural,61.1,61.1,1.128,1.128,tC/ha,N/A,N/A,N/A,N/A,
10433,Warm Temperate,Dry Forest,Europe,Secondary,0,Plantation,28.2,28.2,3.76,3.76,tC/ha,N/A,N/A,N/A,N/A,
10434,Warm Temperate,Steppe,Eastern Africa,Primary,0,Natural,23.735,23.735,0.423,0.423,tC/ha,12.502,34.968,0.0423,0.8037,
10435,Warm Temperate,Steppe,Central Africa,Primary,0,Natural,23.735,23.735,0.423,0.423,tC/ha,12.502,34.968,0.0423,0.8037,
10436,Warm Temperate,Steppe,Northern Africa,Primary,0,Natural,23.735,23.735,0.423,0.423,tC/ha,12.502,34.968,0.0423,0.8037,
10437,Warm Temperate,Steppe,Southern Africa,Primary,0,Natural,23.735,23.735,0.423,0.423,tC/ha,12.502,34.968,0.0423,0.8037,
10438,Warm Temperate,Steppe,Western Africa,Primary,0,Natural,23.735,23.735,0.423,0.423,tC/ha,12.502,34.968,0.0423,0.8037,
10439,Warm Temperate,Steppe,Eastern Africa,Secondary,21,Natural,23.735,23.735,0.423,0.423,tC/ha,12.502,34.968,0.0423,0.8037,
10440,Warm Temperate,Steppe,Eastern Africa,Secondary,21,Plantation,7.05,9.4,1.175,6.58,tC/ha,0.94,17.86,2.741666667,4.151666667,
10441,Warm Temperate,Steppe,Central Africa,Secondary,21,Natural,23.735,23.735,0.423,0.423,tC/ha,12.502,34.968,0.0423,0.8037,
10442,Warm Temperate,Steppe,Central Africa,Secondary,21,Plantation,7.05,9.4,1.175,6.58,tC/ha,0.94,17.86,2.741666667,4.151666667,
10443,Warm Temperate,Steppe,Northern Africa,Secondary,21,Natural,23.735,23.735,0.423,0.423,tC/ha,12.502,34.968,0.0423,0.8037,
10444,Warm Temperate,Steppe,Northern Africa,Secondary,21,Plantation,7.05,9.4,1.175,6.58,tC/ha,0.94,17.86,2.741666667,4.151666667,
10445,Warm Temperate,Steppe,Southern Africa,Secondary,21,Natural,23.735,23.735,0.423,0.423,tC/ha,12.502,34.968,0.0423,0.8037,
10446,Warm Temperate,Steppe,Southern Africa,Secondary,21,Plantation,7.05,9.4,1.175,6.58,tC/ha,0.94,17.86,2.741666667,4.151666667,
10447,Warm Temperate,Steppe,Western Africa,Secondary,21,Natural,23.735,23.735,0.423,0.423,tC/ha,12.502,34.968,0.0423,0.8037,
10448,Warm Temperate,Steppe,Western Africa,Secondary,21,Plantation,7.05,9.4,1.175,6.58,tC/ha,0.94,17.86,2.741666667,4.151666667,
10449,Warm Temperate,Steppe,Eastern Africa,Secondary,0,Natural,23.735,23.735,0.564,0.564,tC/ha,12.502,34.968,0.0564,1.0716,
10450,Warm Temperate,Steppe,Eastern Africa,Secondary,0,Plantation,7.05,9.4,0.235,7.05,tC/ha,0.655591998,15.794408,3.101755268,4.168203033,
10451,Warm Temperate,Steppe,Central Africa,Secondary,0,Natural,23.735,23.735,0.564,0.564,tC/ha,12.502,34.968,0.0564,1.0716,
10452,Warm Temperate,Steppe,Central Africa,Secondary,0,Plantation,7.05,9.4,0.235,7.05,tC/ha,0.655591998,15.794408,3.101755268,4.168203033,
10453,Warm Temperate,Steppe,Northern Africa,Secondary,0,Natural,23.735,23.735,0.564,0.564,tC/ha,12.502,34.968,0.0564,1.0716,
10454,Warm Temperate,Steppe,Northern Africa,Secondary,0,Plantation,7.05,9.4,0.235,7.05,tC/ha,0.655591998,15.794408,3.101755268,4.168203033,
10455,Warm Temperate,Steppe,Southern Africa,Secondary,0,Natural,23.735,23.735,0.564,0.564,tC/ha,12.502,34.968,0.0564,1.0716,
10456,Warm Temperate,Steppe,Southern Africa,Secondary,0,Plantation,7.05,9.4,0.235,7.05,tC/ha,0.655591998,15.794408,3.101755268,4.168203033,
10457,Warm Temperate,Steppe,Western Africa,Secondary,0,Natural,23.735,23.735,0.564,0.564,tC/ha,12.502,34.968,0.0564,1.0716,
10458,Warm Temperate,Steppe,Western Africa,Secondary,0,Plantation,7.05,9.4,0.235,7.05,tC/ha,0.655591998,15.794408,3.101755268,4.168203033,
10459,Warm Temperate,Steppe,South America,Primary,0,Natural,20.68,20.68,0.47,0.47,tC/ha,8.46,32.9,0.047,0.893,
10460,Warm Temperate,Steppe,Central America,Primary,0,Natural,20.68,20.68,0.47,0.47,tC/ha,8.46,32.9,0.047,0.893,
10461,Warm Temperate,Steppe,Caribbean,Primary,0,Natural,20.68,20.68,0.47,0.47,tC/ha,8.46,32.9,0.047,0.893,
10462,Warm Temperate,Steppe,North America,Primary,0,Natural,20.68,20.68,0.47,0.47,tC/ha,8.46,32.9,0.047,0.893,
10463,Warm Temperate,Steppe,South America,Secondary,21,Natural,20.68,20.68,0.47,0.47,tC/ha,8.46,32.9,0.047,0.893,
10464,Warm Temperate,Steppe,South America,Secondary,21,Plantation,14.1,28.2,2.35,9.4,tC/ha,0.976748681,46.02325132,-,-,
10465,Warm Temperate,Steppe,Central America,Secondary,21,Natural,20.68,20.68,0.47,0.47,tC/ha,8.46,32.9,0.047,0.893,
10466,Warm Temperate,Steppe,Central America,Secondary,21,Plantation,14.1,28.2,2.35,9.4,tC/ha,0.976748681,46.02325132,-,-,
10467,Warm Temperate,Steppe,Caribbean,Secondary,21,Natural,20.68,20.68,0.47,0.47,tC/ha,8.46,32.9,0.047,0.893,
10468,Warm Temperate,Steppe,Caribbean,Secondary,21,Plantation,14.1,28.2,2.35,9.4,tC/ha,0.976748681,46.02325132,-,-,
10469,Warm Temperate,Steppe,North America,Secondary,21,Natural,20.68,20.68,0.47,0.47,tC/ha,8.46,32.9,0.047,0.893,
10470,Warm Temperate,Steppe,North America,Secondary,21,Plantation,14.1,28.2,2.35,9.4,tC/ha,0.976748681,46.02325132,-,-,
10471,Warm Temperate,Steppe,South America,Secondary,0,Natural,20.68,20.68,1.88,1.88,tC/ha,8.46,32.9,0.188,3.572,
10472,Warm Temperate,Steppe,South America,Secondary,0,Plantation,1.692,28.2,2.35,9.4,tC/ha,0.976748681,46.02325132,-,-,
10473,Warm Temperate,Steppe,Central America,Secondary,0,Natural,20.68,20.68,1.88,1.88,tC/ha,8.46,32.9,0.188,3.572,
10474,Warm Temperate,Steppe,Central America,Secondary,0,Plantation,1.692,28.2,2.35,9.4,tC/ha,0.976748681,46.02325132,-,-,
10475,Warm Temperate,Steppe,Caribbean,Secondary,0,Natural,20.68,20.68,1.88,1.88,tC/ha,8.46,32.9,0.188,3.572,
10476,Warm Temperate,Steppe,Caribbean,Secondary,0,Plantation,1.692,28.2,2.35,9.4,tC/ha,0.976748681,46.02325132,-,-,
10477,Warm Temperate,Steppe,North America,Secondary,0,Natural,20.68,20.68,1.88,1.88,tC/ha,8.46,32.9,0.188,3.572,
10478,Warm Temperate,Steppe,North America,Secondary,0,Plantation,1.692,28.2,2.35,9.4,tC/ha,0.976748681,46.02325132,-,-,
10479,Warm Temperate,Steppe,Central Asia,Primary,0,Natural,19.552,19.552,0.47,0.611,tC/ha,7.943,31.161,0.05405,1.02695,
10480,Warm Temperate,Steppe,Eastern Asia,Primary,0,Natural,19.552,19.552,0.47,0.611,tC/ha,7.943,31.161,0.05405,1.02695,
10481,Warm Temperate,Steppe,South-Eastern Asia,Primary,0,Natural,19.552,19.552,0.47,0.611,tC/ha,7.943,31.161,0.05405,1.02695,
10482,Warm Temperate,Steppe,Southern Asia,Primary,0,Natural,19.552,19.552,0.47,0.611,tC/ha,7.943,31.161,0.05405,1.02695,
10483,Warm Temperate,Steppe,Western Asia,Primary,0,Natural,19.552,19.552,0.47,0.611,tC/ha,7.943,31.161,0.05405,1.02695,
10484,Warm Temperate,Steppe,Central Asia,Secondary,21,Natural,19.552,19.552,0.47,0.611,tC/ha,7.943,31.161,0.05405,1.02695,
10485,Warm Temperate,Steppe,Central Asia,Secondary,21,Plantation,9.4,37.6,0.47,5.64,tC/ha,-4.910712768,51.91071277,0.47,5.64,
10486,Warm Temperate,Steppe,Eastern Asia,Secondary,21,Natural,19.552,19.552,0.47,0.611,tC/ha,7.943,31.161,0.05405,1.02695,
10487,Warm Temperate,Steppe,Eastern Asia,Secondary,21,Plantation,9.4,37.6,0.47,5.64,tC/ha,-4.910712768,51.91071277,0.47,5.64,
10488,Warm Temperate,Steppe,South-Eastern Asia,Secondary,21,Natural,19.552,19.552,0.47,0.611,tC/ha,7.943,31.161,0.05405,1.02695,
10489,Warm Temperate,Steppe,South-Eastern Asia,Secondary,21,Plantation,9.4,37.6,0.47,5.64,tC/ha,-4.910712768,51.91071277,0.47,5.64,
10490,Warm Temperate,Steppe,Southern Asia,Secondary,21,Natural,19.552,19.552,0.47,0.611,tC/ha,7.943,31.161,0.05405,1.02695,
10491,Warm Temperate,Steppe,Southern Asia,Secondary,21,Plantation,9.4,37.6,0.47,5.64,tC/ha,-4.910712768,51.91071277,0.47,5.64,
10492,Warm Temperate,Steppe,Western Asia,Secondary,21,Natural,19.552,19.552,0.47,0.611,tC/ha,7.943,31.161,0.05405,1.02695,
10493,Warm Temperate,Steppe,Western Asia,Secondary,21,Plantation,9.4,37.6,0.47,5.64,tC/ha,-4.910712768,51.91071277,0.47,5.64,
10494,Warm Temperate,Steppe,Central Asia,Secondary,0,Natural,19.552,19.552,0.94,2.35,tC/ha,7.943,31.161,0.1645,3.1255,
10495,Warm Temperate,Steppe,Central Asia,Secondary,0,Plantation,4.7,56.4,0.47,5.64,tC/ha,-12.34277864,68.74277864,0.47,5.64,
10496,Warm Temperate,Steppe,Eastern Asia,Secondary,0,Natural,19.552,19.552,0.94,2.35,tC/ha,7.943,31.161,0.1645,3.1255,
10497,Warm Temperate,Steppe,Eastern Asia,Secondary,0,Plantation,4.7,56.4,0.47,5.64,tC/ha,-12.34277864,68.74277864,0.47,5.64,
10498,Warm Temperate,Steppe,South-Eastern Asia,Secondary,0,Natural,19.552,19.552,0.94,2.35,tC/ha,7.943,31.161,0.1645,3.1255,
10499,Warm Temperate,Steppe,South-Eastern Asia,Secondary,0,Plantation,4.7,56.4,0.47,5.64,tC/ha,-12.34277864,68.74277864,0.47,5.64,
10500,Warm Temperate,Steppe,Southern Asia,Secondary,0,Natural,19.552,19.552,0.94,2.35,tC/ha,7.943,31.161,0.1645,3.1255,
10501,Warm Temperate,Steppe,Southern Asia,Secondary,0,Plantation,4.7,56.4,0.47,5.64,tC/ha,-12.34277864,68.74277864,0.47,5.64,
10502,Warm Temperate,Steppe,Western Asia,Secondary,0,Natural,19.552,19.552,0.94,2.35,tC/ha,7.943,31.161,0.1645,3.1255,
10503,Warm Temperate,Steppe,Western Asia,Secondary,0,Plantation,4.7,56.4,0.47,5.64,tC/ha,-12.34277864,68.74277864,0.47,5.64,
10504,Warm Temperate,Steppe,Europe,Primary,0,Natural,32.9,32.9,0.47,0.47,tC/ha,N/A,N/A,N/A,N/A,
10505,Warm Temperate,Steppe,Europe,Secondary,21,Natural,32.9,32.9,0.47,0.47,tC/ha,N/A,N/A,N/A,N/A,
10506,Warm Temperate,Steppe,Europe,Secondary,21,Plantation,14.1,14.1,2.35,2.35,tC/ha,N/A,N/A,N/A,N/A,
10507,Warm Temperate,Steppe,Europe,Secondary,0,Natural,32.9,32.9,0.47,0.47,tC/ha,N/A,N/A,N/A,N/A,
10508,Warm Temperate,Steppe,Europe,Secondary,0,Plantation,14.1,14.1,2.35,2.35,tC/ha,N/A,N/A,N/A,N/A,
10509,Warm Temperate,Steppe,Oceania,Primary,0,Natural,32.9,32.9,0.47,0.47,tC/ha,N/A,N/A,N/A,N/A,
10510,Warm Temperate,Steppe,Oceania,Secondary,21,Natural,32.9,32.9,0.47,0.47,tC/ha,N/A,N/A,N/A,N/A,
10511,Warm Temperate,Steppe,Oceania,Secondary,21,Plantation,14.1,14.1,2.35,2.35,tC/ha,N/A,N/A,N/A,N/A,
10512,Warm Temperate,Steppe,Oceania,Secondary,0,Natural,32.9,32.9,0.47,0.47,tC/ha,N/A,N/A,N/A,N/A,
10513,Warm Temperate,Steppe,Oceania,Secondary,0,Plantation,14.1,14.1,2.35,2.35,tC/ha,N/A,N/A,N/A,N/A,
10514,Warm Temperate,Mountain System,Eastern Africa,Primary,0,Natural,16.497,16.497,0.235,0.235,tC/ha,6.063,26.931,N/A,N/A,
10515,Warm Temperate,Mountain System,Central Africa,Primary,0,Natural,16.497,16.497,0.235,0.235,tC/ha,6.063,26.931,N/A,N/A,
10516,Warm Temperate,Mountain System,Northern Africa,Primary,0,Natural,16.497,16.497,0.235,0.235,tC/ha,6.063,26.931,N/A,N/A,
10517,Warm Temperate,Mountain System,Southern Africa,Primary,0,Natural,16.497,16.497,0.235,0.235,tC/ha,6.063,26.931,N/A,N/A,
10518,Warm Temperate,Mountain System,Western Africa,Primary,0,Natural,16.497,16.497,0.235,0.235,tC/ha,6.063,26.931,N/A,N/A,
10519,Warm Temperate,Mountain System,Eastern Africa,Secondary,21,Natural,16.497,16.497,0.235,0.235,tC/ha,6.063,26.931,0.0235,0.4465,
10520,Warm Temperate,Mountain System,Eastern Africa,Secondary,21,Plantation,14.1,70.5,4.7,4.7,tC/ha,1.835781852,78.06421815,-,-,
10521,Warm Temperate,Mountain System,Central Africa,Secondary,21,Natural,16.497,16.497,0.235,0.235,tC/ha,6.063,26.931,0.0235,0.4465,
10522,Warm Temperate,Mountain System,Central Africa,Secondary,21,Plantation,14.1,70.5,4.7,4.7,tC/ha,1.835781852,78.06421815,-,-,
10523,Warm Temperate,Mountain System,Northern Africa,Secondary,21,Natural,16.497,16.497,0.235,0.235,tC/ha,6.063,26.931,0.0235,0.4465,
10524,Warm Temperate,Mountain System,Northern Africa,Secondary,21,Plantation,14.1,70.5,4.7,4.7,tC/ha,1.835781852,78.06421815,-,-,
10525,Warm Temperate,Mountain System,Southern Africa,Secondary,21,Natural,16.497,16.497,0.235,0.235,tC/ha,6.063,26.931,0.0235,0.4465,
10526,Warm Temperate,Mountain System,Southern Africa,Secondary,21,Plantation,14.1,70.5,4.7,4.7,tC/ha,1.835781852,78.06421815,-,-,
10527,Warm Temperate,Mountain System,Western Africa,Secondary,21,Natural,16.497,16.497,0.235,0.235,tC/ha,6.063,26.931,0.0235,0.4465,
10528,Warm Temperate,Mountain System,Western Africa,Secondary,21,Plantation,14.1,70.5,4.7,4.7,tC/ha,1.835781852,78.06421815,-,-,
10529,Warm Temperate,Mountain System,Eastern Africa,Secondary,0,Natural,16.497,16.497,1.175,1.175,tC/ha,6.063,26.931,0.1175,2.2325,
10530,Warm Temperate,Mountain System,Eastern Africa,Secondary,0,Plantation,4.7,47,4.7,4.7,tC/ha,-2.294544827,46.94454483,-,-,
10531,Warm Temperate,Mountain System,Central Africa,Secondary,0,Natural,16.497,16.497,1.175,1.175,tC/ha,6.063,26.931,0.1175,2.2325,
10532,Warm Temperate,Mountain System,Central Africa,Secondary,0,Plantation,4.7,47,4.7,4.7,tC/ha,-2.294544827,46.94454483,-,-,
10533,Warm Temperate,Mountain System,Northern Africa,Secondary,0,Natural,16.497,16.497,1.175,1.175,tC/ha,6.063,26.931,0.1175,2.2325,
10534,Warm Temperate,Mountain System,Northern Africa,Secondary,0,Plantation,4.7,47,4.7,4.7,tC/ha,-2.294544827,46.94454483,-,-,
10535,Warm Temperate,Mountain System,Southern Africa,Secondary,0,Natural,16.497,16.497,1.175,1.175,tC/ha,6.063,26.931,0.1175,2.2325,
10536,Warm Temperate,Mountain System,Southern Africa,Secondary,0,Plantation,4.7,47,4.7,4.7,tC/ha,-2.294544827,46.94454483,-,-,
10537,Warm Temperate,Mountain System,Western Africa,Secondary,0,Natural,16.497,16.497,1.175,1.175,tC/ha,6.063,26.931,0.1175,2.2325,
10538,Warm Temperate,Mountain System,Western Africa,Secondary,0,Plantation,4.7,47,4.7,4.7,tC/ha,-2.294544827,46.94454483,-,-,
10539,Warm Temperate,Mountain System,South America,Primary,0,Natural,35.062,35.062,0.235,0.235,tC/ha,16.215,53.909,N/A,N/A,
10540,Warm Temperate,Mountain System,Central America,Primary,0,Natural,35.062,35.062,0.235,0.235,tC/ha,16.215,53.909,N/A,N/A,
10541,Warm Temperate,Mountain System,Caribbean,Primary,0,Natural,35.062,35.062,0.235,0.235,tC/ha,16.215,53.909,N/A,N/A,
10542,Warm Temperate,Mountain System,North America,Primary,0,Natural,35.062,35.062,0.235,0.235,tC/ha,16.215,53.909,N/A,N/A,
10543,Warm Temperate,Mountain System,South America,Secondary,21,Natural,35.062,35.062,0.235,0.235,tC/ha,16.215,53.909,0.0235,0.4465,
10544,Warm Temperate,Mountain System,South America,Secondary,21,Plantation,11.703,79.9,0.94,8.46,tC/ha,-0.4606,23.8384,2.82,3.995,
10545,Warm Temperate,Mountain System,Central America,Secondary,21,Natural,35.062,35.062,0.235,0.235,tC/ha,16.215,53.909,0.0235,0.4465,
10546,Warm Temperate,Mountain System,Central America,Secondary,21,Plantation,11.703,79.9,0.94,8.46,tC/ha,-0.4606,23.8384,2.82,3.995,
10547,Warm Temperate,Mountain System,Caribbean,Secondary,21,Natural,35.062,35.062,0.235,0.235,tC/ha,16.215,53.909,0.0235,0.4465,
10548,Warm Temperate,Mountain System,Caribbean,Secondary,21,Plantation,11.703,79.9,0.94,8.46,tC/ha,-0.4606,23.8384,2.82,3.995,
10549,Warm Temperate,Mountain System,North America,Secondary,21,Natural,35.062,35.062,0.235,0.235,tC/ha,16.215,53.909,0.0235,0.4465,
10550,Warm Temperate,Mountain System,North America,Secondary,21,Plantation,11.703,79.9,0.94,8.46,tC/ha,-0.4606,23.8384,2.82,3.995,
10551,Warm Temperate,Mountain System,South America,Secondary,0,Natural,35.062,35.062,1.175,1.175,tC/ha,16.215,53.909,0.1175,2.2325,
10552,Warm Temperate,Mountain System,South America,Secondary,0,Plantation,1.739,79.9,0.94,8.46,tC/ha,-5.83426438,28.43186438,2.82,3.995,
10553,Warm Temperate,Mountain System,Central America,Secondary,0,Natural,35.062,35.062,1.175,1.175,tC/ha,16.215,53.909,0.1175,2.2325,
10554,Warm Temperate,Mountain System,Central America,Secondary,0,Plantation,1.739,79.9,0.94,8.46,tC/ha,-5.83426438,28.43186438,2.82,3.995,
10555,Warm Temperate,Mountain System,Caribbean,Secondary,0,Natural,35.062,35.062,1.175,1.175,tC/ha,16.215,53.909,0.1175,2.2325,
10556,Warm Temperate,Mountain System,Caribbean,Secondary,0,Plantation,1.739,79.9,0.94,8.46,tC/ha,-5.83426438,28.43186438,2.82,3.995,
10557,Warm Temperate,Mountain System,North America,Secondary,0,Natural,35.062,35.062,1.175,1.175,tC/ha,16.215,53.909,0.1175,2.2325,
10558,Warm Temperate,Mountain System,North America,Secondary,0,Plantation,1.739,79.9,0.94,8.46,tC/ha,-5.83426438,28.43186438,2.82,3.995,
10559,Warm Temperate,Mountain System,Central Asia,Primary,0,Natural,117.594,117.594,0.235,0.235,tC/ha,89.676,145.512,N/A,N/A,
10560,Warm Temperate,Mountain System,Eastern Asia,Primary,0,Natural,117.594,117.594,0.235,0.235,tC/ha,89.676,145.512,N/A,N/A,
10561,Warm Temperate,Mountain System,South-Eastern Asia,Primary,0,Natural,117.594,117.594,0.235,0.235,tC/ha,89.676,145.512,N/A,N/A,
10562,Warm Temperate,Mountain System,Southern Asia,Primary,0,Natural,117.594,117.594,0.235,0.235,tC/ha,89.676,145.512,N/A,N/A,
10563,Warm Temperate,Mountain System,Western Asia,Primary,0,Natural,117.594,117.594,0.235,0.235,tC/ha,89.676,145.512,N/A,N/A,
10564,Warm Temperate,Mountain System,Central Asia,Secondary,21,Natural,72.944,72.944,0.235,0.235,tC/ha,53.345,92.543,0.094,0.376,
10565,Warm Temperate,Mountain System,Central Asia,Secondary,21,Plantation,4.183,48.645,0.47,5.64,tC/ha,0.695548461,68.62945154,0.94,3.055,
10566,Warm Temperate,Mountain System,Eastern Asia,Secondary,21,Natural,72.944,72.944,0.235,0.235,tC/ha,53.345,92.543,0.094,0.376,
10567,Warm Temperate,Mountain System,Eastern Asia,Secondary,21,Plantation,4.183,48.645,0.47,5.64,tC/ha,0.695548461,68.62945154,0.94,3.055,
10568,Warm Temperate,Mountain System,South-Eastern Asia,Secondary,21,Natural,72.944,72.944,0.235,0.235,tC/ha,53.345,92.543,0.094,0.376,
10569,Warm Temperate,Mountain System,South-Eastern Asia,Secondary,21,Plantation,4.183,48.645,0.47,5.64,tC/ha,0.695548461,68.62945154,0.94,3.055,
10570,Warm Temperate,Mountain System,Southern Asia,Secondary,21,Natural,72.944,72.944,0.235,0.235,tC/ha,53.345,92.543,0.094,0.376,
10571,Warm Temperate,Mountain System,Southern Asia,Secondary,21,Plantation,4.183,48.645,0.47,5.64,tC/ha,0.695548461,68.62945154,0.94,3.055,
10572,Warm Temperate,Mountain System,Western Asia,Secondary,21,Natural,72.944,72.944,0.235,0.235,tC/ha,53.345,92.543,0.094,0.376,
10573,Warm Temperate,Mountain System,Western Asia,Secondary,21,Plantation,4.183,48.645,0.47,5.64,tC/ha,0.695548461,68.62945154,0.94,3.055,
10574,Warm Temperate,Mountain System,Central Asia,Secondary,0,Natural,72.944,72.944,1.175,1.175,tC/ha,53.345,92.543,1.1609,1.1891,
10575,Warm Temperate,Mountain System,Central Asia,Secondary,0,Plantation,4.183,48.645,0.47,5.64,tC/ha,-3.88132746,51.44233655,0.94,3.055,
10576,Warm Temperate,Mountain System,Eastern Asia,Secondary,0,Natural,72.944,72.944,1.175,1.175,tC/ha,53.345,92.543,1.1609,1.1891,
10577,Warm Temperate,Mountain System,Eastern Asia,Secondary,0,Plantation,4.183,48.645,0.47,5.64,tC/ha,-3.88132746,51.44233655,0.94,3.055,
10578,Warm Temperate,Mountain System,South-Eastern Asia,Secondary,0,Natural,72.944,72.944,1.175,1.175,tC/ha,53.345,92.543,1.1609,1.1891,
10579,Warm Temperate,Mountain System,South-Eastern Asia,Secondary,0,Plantation,4.183,48.645,0.47,5.64,tC/ha,-3.88132746,51.44233655,0.94,3.055,
10580,Warm Temperate,Mountain System,Southern Asia,Secondary,0,Natural,72.944,72.944,1.175,1.175,tC/ha,53.345,92.543,1.1609,1.1891,
10581,Warm Temperate,Mountain System,Southern Asia,Secondary,0,Plantation,4.183,48.645,0.47,5.64,tC/ha,-3.88132746,51.44233655,0.94,3.055,
10582,Warm Temperate,Mountain System,Western Asia,Secondary,0,Natural,72.944,72.944,1.175,1.175,tC/ha,53.345,92.543,1.1609,1.1891,
10583,Warm Temperate,Mountain System,Western Asia,Secondary,0,Plantation,4.183,48.645,0.47,5.64,tC/ha,-3.88132746,51.44233655,0.94,3.055,
10584,Warm Temperate,Mountain System,Europe,Primary,0,Natural,65.8,65.8,0.47,0.47,tC/ha,N/A,N/A,N/A,N/A,
10585,Warm Temperate,Mountain System,Europe,Secondary,21,Natural,65.8,65.8,0.47,0.47,tC/ha,N/A,N/A,N/A,N/A,
10586,Warm Temperate,Mountain System,Europe,Secondary,21,Plantation,42.3,42.3,2.35,2.35,tC/ha,N/A,N/A,N/A,N/A,
10587,Warm Temperate,Mountain System,Europe,Secondary,0,Natural,65.8,65.8,0.47,0.47,tC/ha,N/A,N/A,N/A,N/A,
10588,Warm Temperate,Mountain System,Europe,Secondary,0,Plantation,42.3,42.3,2.35,2.35,tC/ha,N/A,N/A,N/A,N/A,
10589,Warm Temperate,Mountain System,Oceania,Primary,0,Natural,65.8,65.8,0.47,0.47,tC/ha,N/A,N/A,N/A,N/A,
10590,Warm Temperate,Mountain System,Oceania,Secondary,21,Natural,65.8,65.8,0.47,0.47,tC/ha,N/A,N/A,N/A,N/A,
10591,Warm Temperate,Mountain System,Oceania,Secondary,21,Plantation,42.3,42.3,2.35,2.35,tC/ha,N/A,N/A,N/A,N/A,
10592,Warm Temperate,Mountain System,Oceania,Secondary,0,Natural,65.8,65.8,0.47,0.47,tC/ha,N/A,N/A,N/A,N/A,
10593,Warm Temperate,Mountain System,Oceania,Secondary,0,Plantation,42.3,42.3,2.35,2.35,tC/ha,N/A,N/A,N/A,N/A,
10594,Cool Temperate,Mountain System,Central Asia,Primary,0,Natural,80.088,80.088,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10595,Cool Temperate,Mountain System,Eastern Asia,Primary,0,Natural,80.088,80.088,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10596,Cool Temperate,Mountain System,South-Eastern Asia,Primary,0,Natural,80.088,80.088,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10597,Cool Temperate,Mountain System,Southern Asia,Primary,0,Natural,80.088,80.088,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10598,Cool Temperate,Mountain System,Western Asia,Primary,0,Natural,80.088,80.088,1.41,1.41,tC/ha,N/A,N/A,N/A,N/A,
10599,Cool Temperate,Mountain System,Central Asia,Secondary,21,Natural,80.088,80.088,1.41,1.41,tC/ha,52.8985,107.2775,N/A,N/A,
10600,Cool Temperate,Mountain System,Central Asia,Secondary,21,Plantation,7.802,16.262,1.41,1.41,tC/ha,0.14611393,23.80038607,N/A,N/A,
10601,Cool Temperate,Mountain System,Eastern Asia,Secondary,21,Natural,80.088,80.088,1.41,1.41,tC/ha,52.8985,107.2775,N/A,N/A,
10602,Cool Temperate,Mountain System,Eastern Asia,Secondary,21,Plantation,7.802,16.262,1.41,1.41,tC/ha,0.14611393,23.80038607,N/A,N/A,
10603,Cool Temperate,Mountain System,South-Eastern Asia,Secondary,21,Natural,80.088,80.088,1.41,1.41,tC/ha,52.8985,107.2775,N/A,N/A,
10604,Cool Temperate,Mountain System,South-Eastern Asia,Secondary,21,Plantation,7.802,16.262,1.41,1.41,tC/ha,0.14611393,23.80038607,N/A,N/A,
