id,climate,land_use_type,region,forest_condition_type,from_year,forest_type,agb_min,agb_max,agb_growth_min,agb_growth_max,agb_unit,agb_min_min,agb_max_max,agb_growth_min_min,agb_growth_max_max,"Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, tables 4.7, 4.8, 4.9, 4.10, 4.12; 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2006), Volume 4 AFOLU, tables 4.12."
10054,Tropical,Dry Forest,Northern Africa,Secondary,21,Plantation,28.2,91.133,2.82,6.11,tC/ha,0.903470631,91.66302937,3.29,4.7,
10055,Tropical,Dry Forest,Southern Africa,Secondary,21,Natural,32.712,32.712,0.752,0.752,tC/ha,10.387,55.037,0.0752,1.4288,
10056,Tropical,Dry Forest,Southern Africa,Secondary,21,Plantation,28.2,91.133,2.82,6.11,tC/ha,0.903470631,91.66302937,3.29,4.7,
10057,Tropical,Dry Forest,Western Africa,Secondary,21,Natural,32.712,32.712,0.752,0.752,tC/ha,10.387,55.037,0.0752,1.4288,
10058,Tropical,Dry Forest,Western Africa,Secondary,21,Plantation,28.2,91.133,2.82,6.11,tC/ha,0.903470631,91.66302937,3.29,4.7,
10059,Tropical,Dry Forest,Eastern Africa,Secondary,0,Natural,32.712,32.712,1.833,1.833,tC/ha,10.387,55.037,0.1833,3.4827,
10060,Tropical,Dry Forest,Eastern Africa,Secondary,0,Plantation,9.4,35.532,1.88,9.4,tC/ha,3.993483977,32.39391602,3.590367204,6.141026114,
10061,Tropical,Dry Forest,Central Africa,Secondary,0,Natural,32.712,32.712,1.833,1.833,tC/ha,10.387,55.037,0.1833,3.4827,
10062,Tropical,Dry Forest,Central Africa,Secondary,0,Plantation,9.4,35.532,1.88,9.4,tC/ha,3.993483977,32.39391602,3.590367204,6.141026114,
10063,Tropical,Dry Forest,Northern Africa,Secondary,0,Natural,32.712,32.712,1.833,1.833,tC/ha,10.387,55.037,0.1833,3.4827,
10064,Tropical,Dry Forest,Northern Africa,Secondary,0,Plantation,9.4,35.532,1.88,9.4,tC/ha,3.993483977,32.39391602,3.590367204,6.141026114,
10065,Tropical,Dry Forest,Southern Africa,Secondary,0,Natural,32.712,32.712,1.833,1.833,tC/ha,10.387,55.037,0.1833,3.4827,
10066,Tropical,Dry Forest,Southern Africa,Secondary,0,Plantation,9.4,35.532,1.88,9.4,tC/ha,3.993483977,32.39391602,3.590367204,6.141026114,
10067,Tropical,Dry Forest,Western Africa,Secondary,0,Natural,32.712,32.712,1.833,1.833,tC/ha,10.387,55.037,0.1833,3.4827,
10068,Tropical,Dry Forest,Western Africa,Secondary,0,Plantation,9.4,35.532,1.88,9.4,tC/ha,3.993483977,32.39391602,3.590367204,6.141026114,
10069,Tropical,Dry Forest,South America,Primary,0,Natural,59.925,59.925,0.752,0.752,tC/ha,25.803,94.047,N/A,N/A,
10070,Tropical,Dry Forest,Central America,Primary,0,Natural,59.925,59.925,0.752,0.752,tC/ha,25.803,94.047,N/A,N/A,
10071,Tropical,Dry Forest,Caribbean,Primary,0,Natural,59.925,59.925,0.752,0.752,tC/ha,25.803,94.047,N/A,N/A,
10072,Tropical,Dry Forest,North America,Primary,0,Natural,59.925,59.925,0.752,0.752,tC/ha,25.803,94.047,N/A,N/A,
10073,Tropical,Dry Forest,South America,Secondary,21,Natural,55.883,55.883,0.752,0.752,tC/ha,17.672,94.094,0.235,1.269,
10074,Tropical,Dry Forest,South America,Secondary,21,Plantation,23.5,51.7,1.88,14.1,tC/ha,1.853173032,78.04682697,3.356777985,6.622043461,
10075,Tropical,Dry Forest,Central America,Secondary,21,Natural,55.883,55.883,0.752,0.752,tC/ha,17.672,94.094,0.235,1.269,
10076,Tropical,Dry Forest,Central America,Secondary,21,Plantation,23.5,51.7,1.88,14.1,tC/ha,1.853173032,78.04682697,3.356777985,6.622043461,
10077,Tropical,Dry Forest,Caribbean,Secondary,21,Natural,55.883,55.883,0.752,0.752,tC/ha,17.672,94.094,0.235,1.269,
10078,Tropical,Dry Forest,Caribbean,Secondary,21,Plantation,23.5,51.7,1.88,14.1,tC/ha,1.853173032,78.04682697,3.356777985,6.622043461,
10079,Tropical,Dry Forest,North America,Secondary,21,Natural,55.883,55.883,0.752,0.752,tC/ha,17.672,94.094,0.235,1.269,
10080,Tropical,Dry Forest,North America,Secondary,21,Plantation,23.5,51.7,1.88,14.1,tC/ha,1.853173032,78.04682697,3.356777985,6.622043461,
10081,Tropical,Dry Forest,South America,Secondary,0,Natural,15.134,15.134,1.833,1.833,tC/ha,3.76,26.508,0.705,2.961,
10082,Tropical,Dry Forest,South America,Secondary,0,Plantation,18.8,29.14,1.88,14.1,tC/ha,1.11446433,74.27353567,3.356777985,6.622043461,
10083,Tropical,Dry Forest,Central America,Secondary,0,Natural,15.134,15.134,1.833,1.833,tC/ha,3.76,26.508,0.705,2.961,
10084,Tropical,Dry Forest,Central America,Secondary,0,Plantation,18.8,29.14,1.88,14.1,tC/ha,1.11446433,74.27353567,3.356777985,6.622043461,
10085,Tropical,Dry Forest,Caribbean,Secondary,0,Natural,15.134,15.134,1.833,1.833,tC/ha,3.76,26.508,0.705,2.961,
10086,Tropical,Dry Forest,Caribbean,Secondary,0,Plantation,18.8,29.14,1.88,14.1,tC/ha,1.11446433,74.27353567,3.356777985,6.622043461,
10087,Tropical,Dry Forest,North America,Secondary,0,Natural,15.134,15.134,1.833,1.833,tC/ha,3.76,26.508,0.705,2.961,
10088,Tropical,Dry Forest,North America,Secondary,0,Plantation,18.8,29.14,1.88,14.1,tC/ha,1.11446433,74.27353567,3.356777985,6.622043461,
10089,Tropical,Dry Forest,Central Asia,Primary,0,Natural,86.762,86.762,0.752,0.752,tC/ha,18.847,154.677,N/A,N/A,
10090,Tropical,Dry Forest,Eastern Asia,Primary,0,Natural,86.762,86.762,0.752,0.752,tC/ha,18.847,154.677,N/A,N/A,
10091,Tropical,Dry Forest,South-Eastern Asia,Primary,0,Natural,86.762,86.762,0.752,0.752,tC/ha,18.847,154.677,N/A,N/A,
10092,Tropical,Dry Forest,Southern Asia,Primary,0,Natural,86.762,86.762,0.752,0.752,tC/ha,18.847,154.677,N/A,N/A,
10093,Tropical,Dry Forest,Western Asia,Primary,0,Natural,86.762,86.762,0.752,0.752,tC/ha,18.847,154.677,N/A,N/A,
10094,Tropical,Dry Forest,Central Asia,Secondary,21,Natural,86.762,86.762,0.752,0.752,tC/ha,18.847,154.677,0.0752,1.4288,
10095,Tropical,Dry Forest,Central Asia,Secondary,21,Plantation,21.385,41.736,0.94,11.75,tC/ha,-4.942110366,41.62717703,2.542620126,7.910547391,
10096,Tropical,Dry Forest,Eastern Asia,Secondary,21,Natural,86.762,86.762,0.752,0.752,tC/ha,18.847,154.677,0.0752,1.4288,
10097,Tropical,Dry Forest,Eastern Asia,Secondary,21,Plantation,21.385,41.736,0.94,11.75,tC/ha,-4.942110366,41.62717703,2.542620126,7.910547391,
10098,Tropical,Dry Forest,South-Eastern Asia,Secondary,21,Natural,86.762,86.762,0.752,0.752,tC/ha,18.847,154.677,0.0752,1.4288,
10099,Tropical,Dry Forest,South-Eastern Asia,Secondary,21,Plantation,21.385,41.736,0.94,11.75,tC/ha,-4.942110366,41.62717703,2.542620126,7.910547391,
10100,Tropical,Dry Forest,Southern Asia,Secondary,21,Natural,86.762,86.762,0.752,0.752,tC/ha,18.847,154.677,0.0752,1.4288,
10101,Tropical,Dry Forest,Southern Asia,Secondary,21,Plantation,21.385,41.736,0.94,11.75,tC/ha,-4.942110366,41.62717703,2.542620126,7.910547391,
10102,Tropical,Dry Forest,Western Asia,Secondary,21,Natural,86.762,86.762,0.752,0.752,tC/ha,18.847,154.677,0.0752,1.4288,
10103,Tropical,Dry Forest,Western Asia,Secondary,21,Plantation,21.385,41.736,0.94,11.75,tC/ha,-4.942110366,41.62717703,2.542620126,7.910547391,
10104,Tropical,Dry Forest,Central Asia,Secondary,0,Natural,86.762,86.762,1.833,1.833,tC/ha,18.847,154.677,0.1833,3.4827,
10105,Tropical,Dry Forest,Central Asia,Secondary,0,Plantation,1.6732,58.985,0.94,11.75,tC/ha,-5.741088703,34.60099808,2.542620126,7.910547391,
10106,Tropical,Dry Forest,Eastern Asia,Secondary,0,Natural,86.762,86.762,1.833,1.833,tC/ha,18.847,154.677,0.1833,3.4827,
10107,Tropical,Dry Forest,Eastern Asia,Secondary,0,Plantation,1.6732,58.985,0.94,11.75,tC/ha,-5.741088703,34.60099808,2.542620126,7.910547391,
10108,Tropical,Dry Forest,South-Eastern Asia,Secondary,0,Natural,86.762,86.762,1.833,1.833,tC/ha,18.847,154.677,0.1833,3.4827,
10109,Tropical,Dry Forest,South-Eastern Asia,Secondary,0,Plantation,1.6732,58.985,0.94,11.75,tC/ha,-5.741088703,34.60099808,2.542620126,7.910547391,
10110,Tropical,Dry Forest,Southern Asia,Secondary,0,Natural,86.762,86.762,1.833,1.833,tC/ha,18.847,154.677,0.1833,3.4827,
10111,Tropical,Dry Forest,Southern Asia,Secondary,0,Plantation,1.6732,58.985,0.94,11.75,tC/ha,-5.741088703,34.60099808,2.542620126,7.910547391,
10112,Tropical,Dry Forest,Western Asia,Secondary,0,Natural,86.762,86.762,1.833,1.833,tC/ha,18.847,154.677,0.1833,3.4827,
10113,Tropical,Dry Forest,Western Asia,Secondary,0,Plantation,1.6732,58.985,0.94,11.75,tC/ha,-5.741088703,34.60099808,2.542620126,7.910547391,
10114,Tropical,Dry Forest,Europe,Primary,0,Natural,61.1,61.1,1.128,1.128,tC/ha,N/A,N/A,N/A,N/A,
10115,Tropical,Dry Forest,Europe,Secondary,21,Natural,61.1,61.1,1.128,1.128,tC/ha,N/A,N/A,N/A,N/A,
10116,Tropical,Dry Forest,Europe,Secondary,21,Plantation,28.2,28.2,3.76,3.76,tC/ha,N/A,N/A,N/A,N/A,
10117,Tropical,Dry Forest,Europe,Secondary,0,Natural,61.1,61.1,1.128,1.128,tC/ha,N/A,N/A,N/A,N/A,
10118,Tropical,Dry Forest,Europe,Secondary,0,Plantation,28.2,28.2,3.76,3.76,tC/ha,N/A,N/A,N/A,N/A,
10119,Tropical,Dry Forest,Oceania,Primary,0,Natural,61.1,61.1,1.128,1.128,tC/ha,N/A,N/A,N/A,N/A,
10120,Tropical,Dry Forest,Oceania,Secondary,21,Natural,61.1,61.1,1.128,1.128,tC/ha,N/A,N/A,N/A,N/A,
10121,Tropical,Dry Forest,Oceania,Secondary,21,Plantation,28.2,28.2,3.76,3.76,tC/ha,N/A,N/A,N/A,N/A,
10122,Tropical,Dry Forest,Oceania,Secondary,0,Natural,61.1,61.1,1.128,1.128,tC/ha,N/A,N/A,N/A,N/A,
10123,Tropical,Dry Forest,Oceania,Secondary,0,Plantation,28.2,28.2,3.76,3.76,tC/ha,N/A,N/A,N/A,N/A,
10124,Tropical,Shrubland,Eastern Africa,Primary,0,Natural,22.748,22.748,0.423,0.423,tC/ha,1.222,44.274,0.0423,0.8037,
10125,Tropical,Shrubland,Central Africa,Primary,0,Natural,22.748,22.748,0.423,0.423,tC/ha,1.222,44.274,0.0423,0.8037,
10126,Tropical,Shrubland,Northern Africa,Primary,0,Natural,22.748,22.748,0.423,0.423,tC/ha,1.222,44.274,0.0423,0.8037,
10127,Tropical,Shrubland,Southern Africa,Primary,0,Natural,22.748,22.748,0.423,0.423,tC/ha,1.222,44.274,0.0423,0.8037,
10128,Tropical,Shrubland,Western Africa,Primary,0,Natural,22.748,22.748,0.423,0.423,tC/ha,1.222,44.274,0.0423,0.8037,
10129,Tropical,Shrubland,Eastern Africa,Secondary,21,Natural,22.748,22.748,0.423,0.423,tC/ha,1.222,44.274,0.0423,0.8037,
10130,Tropical,Shrubland,Eastern Africa,Secondary,21,Plantation,9.4,9.4,1.175,6.58,tC/ha,0.94,17.86,2.741666667,4.151666667,
10131,Tropical,Shrubland,Central Africa,Secondary,21,Natural,22.748,22.748,0.423,0.423,tC/ha,1.222,44.274,0.0423,0.8037,
10132,Tropical,Shrubland,Central Africa,Secondary,21,Plantation,9.4,9.4,1.175,6.58,tC/ha,0.94,17.86,2.741666667,4.151666667,
10133,Tropical,Shrubland,Northern Africa,Secondary,21,Natural,22.748,22.748,0.423,0.423,tC/ha,1.222,44.274,0.0423,0.8037,
10134,Tropical,Shrubland,Northern Africa,Secondary,21,Plantation,9.4,9.4,1.175,6.58,tC/ha,0.94,17.86,2.741666667,4.151666667,
10135,Tropical,Shrubland,Southern Africa,Secondary,21,Natural,22.748,22.748,0.423,0.423,tC/ha,1.222,44.274,0.0423,0.8037,
10136,Tropical,Shrubland,Southern Africa,Secondary,21,Plantation,9.4,9.4,1.175,6.58,tC/ha,0.94,17.86,2.741666667,4.151666667,
10137,Tropical,Shrubland,Western Africa,Secondary,21,Natural,22.748,22.748,0.423,0.423,tC/ha,1.222,44.274,0.0423,0.8037,
10138,Tropical,Shrubland,Western Africa,Secondary,21,Plantation,9.4,9.4,1.175,6.58,tC/ha,0.94,17.86,2.741666667,4.151666667,
10139,Tropical,Shrubland,Eastern Africa,Secondary,0,Natural,22.748,22.748,0.094,0.329,tC/ha,1.222,44.274,0.02115,0.40185,
10140,Tropical,Shrubland,Eastern Africa,Secondary,0,Plantation,7.05,9.4,1.41,3.29,tC/ha,0.655591998,15.794408,3.101755268,4.168203033,
10141,Tropical,Shrubland,Central Africa,Secondary,0,Natural,22.748,22.748,0.094,0.329,tC/ha,1.222,44.274,0.02115,0.40185,
10142,Tropical,Shrubland,Central Africa,Secondary,0,Plantation,7.05,9.4,1.41,3.29,tC/ha,0.655591998,15.794408,3.101755268,4.168203033,
10143,Tropical,Shrubland,Northern Africa,Secondary,0,Natural,22.748,22.748,0.094,0.329,tC/ha,1.222,44.274,0.02115,0.40185,
10144,Tropical,Shrubland,Northern Africa,Secondary,0,Plantation,7.05,9.4,1.41,3.29,tC/ha,0.655591998,15.794408,3.101755268,4.168203033,
10145,Tropical,Shrubland,Southern Africa,Secondary,0,Natural,22.748,22.748,0.094,0.329,tC/ha,1.222,44.274,0.02115,0.40185,
10146,Tropical,Shrubland,Southern Africa,Secondary,0,Plantation,7.05,9.4,1.41,3.29,tC/ha,0.655591998,15.794408,3.101755268,4.168203033,
10147,Tropical,Shrubland,Western Africa,Secondary,0,Natural,22.748,22.748,0.094,0.329,tC/ha,1.222,44.274,0.02115,0.40185,
10148,Tropical,Shrubland,Western Africa,Secondary,0,Plantation,7.05,9.4,1.41,3.29,tC/ha,0.655591998,15.794408,3.101755268,4.168203033,
10149,Tropical,Shrubland,South America,Primary,0,Natural,33.605,33.605,0.47,0.47,tC/ha,11.797,55.413,0.047,0.893,
10150,Tropical,Shrubland,Central America,Primary,0,Natural,33.605,33.605,0.47,0.47,tC/ha,11.797,55.413,0.047,0.893,
10151,Tropical,Shrubland,Caribbean,Primary,0,Natural,33.605,33.605,0.47,0.47,tC/ha,11.797,55.413,0.047,0.893,
10152,Tropical,Shrubland,North America,Primary,0,Natural,33.605,33.605,0.47,0.47,tC/ha,11.797,55.413,0.047,0.893,
10153,Tropical,Shrubland,South America,Secondary,21,Natural,33.605,33.605,0.47,0.47,tC/ha,11.797,55.413,0.047,0.893,
10154,Tropical,Shrubland,South America,Secondary,21,Plantation,14.1,28.2,2.35,9.4,tC/ha,0.976748681,46.02325132,-,-,
10155,Tropical,Shrubland,Central America,Secondary,21,Natural,33.605,33.605,0.47,0.47,tC/ha,11.797,55.413,0.047,0.893,
10156,Tropical,Shrubland,Central America,Secondary,21,Plantation,14.1,28.2,2.35,9.4,tC/ha,0.976748681,46.02325132,-,-,
10157,Tropical,Shrubland,Caribbean,Secondary,21,Natural,33.605,33.605,0.47,0.47,tC/ha,11.797,55.413,0.047,0.893,
10158,Tropical,Shrubland,Caribbean,Secondary,21,Plantation,14.1,28.2,2.35,9.4,tC/ha,0.976748681,46.02325132,-,-,
10159,Tropical,Shrubland,North America,Secondary,21,Natural,33.605,33.605,0.47,0.47,tC/ha,11.797,55.413,0.047,0.893,
10160,Tropical,Shrubland,North America,Secondary,21,Plantation,14.1,28.2,2.35,9.4,tC/ha,0.976748681,46.02325132,-,-,
10161,Tropical,Shrubland,South America,Secondary,0,Natural,33.605,33.605,1.88,1.88,tC/ha,11.797,55.413,0.188,3.572,
10162,Tropical,Shrubland,South America,Secondary,0,Plantation,14.1,28.2,2.35,9.4,tC/ha,0.976748681,46.02325132,-,-,
10163,Tropical,Shrubland,Central America,Secondary,0,Natural,33.605,33.605,1.88,1.88,tC/ha,11.797,55.413,0.188,3.572,
10164,Tropical,Shrubland,Central America,Secondary,0,Plantation,14.1,28.2,2.35,9.4,tC/ha,0.976748681,46.02325132,-,-,
10165,Tropical,Shrubland,Caribbean,Secondary,0,Natural,33.605,33.605,1.88,1.88,tC/ha,11.797,55.413,0.188,3.572,
10166,Tropical,Shrubland,Caribbean,Secondary,0,Plantation,14.1,28.2,2.35,9.4,tC/ha,0.976748681,46.02325132,-,-,
10167,Tropical,Shrubland,North America,Secondary,0,Natural,33.605,33.605,1.88,1.88,tC/ha,11.797,55.413,0.188,3.572,
10168,Tropical,Shrubland,North America,Secondary,0,Plantation,14.1,28.2,2.35,9.4,tC/ha,0.976748681,46.02325132,-,-,
10169,Tropical,Shrubland,Central Asia,Primary,0,Natural,18.001,18.001,0.47,0.611,tC/ha,2.491,33.511,0.05405,1.02695,
10170,Tropical,Shrubland,Eastern Asia,Primary,0,Natural,18.001,18.001,0.47,0.611,tC/ha,2.491,33.511,0.05405,1.02695,
10171,Tropical,Shrubland,South-Eastern Asia,Primary,0,Natural,18.001,18.001,0.47,0.611,tC/ha,2.491,33.511,0.05405,1.02695,
10172,Tropical,Shrubland,Southern Asia,Primary,0,Natural,18.001,18.001,0.47,0.611,tC/ha,2.491,33.511,0.05405,1.02695,
10173,Tropical,Shrubland,Western Asia,Primary,0,Natural,18.001,18.001,0.47,0.611,tC/ha,2.491,33.511,0.05405,1.02695,
10174,Tropical,Shrubland,Central Asia,Secondary,21,Natural,18.001,18.001,0.47,0.611,tC/ha,2.491,33.511,0.05405,1.02695,
10175,Tropical,Shrubland,Central Asia,Secondary,21,Plantation,14.1,123.751,0.47,5.64,tC/ha,-30.52482404,134.958824,0.47,5.64,
10176,Tropical,Shrubland,Eastern Asia,Secondary,21,Natural,18.001,18.001,0.47,0.611,tC/ha,2.491,33.511,0.05405,1.02695,
10177,Tropical,Shrubland,Eastern Asia,Secondary,21,Plantation,14.1,123.751,0.47,5.64,tC/ha,-30.52482404,134.958824,0.47,5.64,
10178,Tropical,Shrubland,South-Eastern Asia,Secondary,21,Natural,18.001,18.001,0.47,0.611,tC/ha,2.491,33.511,0.05405,1.02695,
10179,Tropical,Shrubland,South-Eastern Asia,Secondary,21,Plantation,14.1,123.751,0.47,5.64,tC/ha,-30.52482404,134.958824,0.47,5.64,
10180,Tropical,Shrubland,Southern Asia,Secondary,21,Natural,18.001,18.001,0.47,0.611,tC/ha,2.491,33.511,0.05405,1.02695,
10181,Tropical,Shrubland,Southern Asia,Secondary,21,Plantation,14.1,123.751,0.47,5.64,tC/ha,-30.52482404,134.958824,0.47,5.64,
10182,Tropical,Shrubland,Western Asia,Secondary,21,Natural,18.001,18.001,0.47,0.611,tC/ha,2.491,33.511,0.05405,1.02695,
10183,Tropical,Shrubland,Western Asia,Secondary,21,Plantation,14.1,123.751,0.47,5.64,tC/ha,-30.52482404,134.958824,0.47,5.64,
10184,Tropical,Shrubland,Central Asia,Secondary,0,Natural,18.001,18.001,0.94,2.35,tC/ha,2.491,33.511,0.1645,3.1255,
10185,Tropical,Shrubland,Central Asia,Secondary,0,Plantation,4.23,25.051,0.47,5.64,tC/ha,-1.765588824,29.02760311,0.47,5.64,
10186,Tropical,Shrubland,Eastern Asia,Secondary,0,Natural,18.001,18.001,0.94,2.35,tC/ha,2.491,33.511,0.1645,3.1255,
10187,Tropical,Shrubland,Eastern Asia,Secondary,0,Plantation,4.23,25.051,0.47,5.64,tC/ha,-1.765588824,29.02760311,0.47,5.64,
10188,Tropical,Shrubland,South-Eastern Asia,Secondary,0,Natural,18.001,18.001,0.94,2.35,tC/ha,2.491,33.511,0.1645,3.1255,
10189,Tropical,Shrubland,South-Eastern Asia,Secondary,0,Plantation,4.23,25.051,0.47,5.64,tC/ha,-1.765588824,29.02760311,0.47,5.64,
10190,Tropical,Shrubland,Southern Asia,Secondary,0,Natural,18.001,18.001,0.94,2.35,tC/ha,2.491,33.511,0.1645,3.1255,
10191,Tropical,Shrubland,Southern Asia,Secondary,0,Plantation,4.23,25.051,0.47,5.64,tC/ha,-1.765588824,29.02760311,0.47,5.64,
10192,Tropical,Shrubland,Western Asia,Secondary,0,Natural,18.001,18.001,0.94,2.35,tC/ha,2.491,33.511,0.1645,3.1255,
10193,Tropical,Shrubland,Western Asia,Secondary,0,Plantation,4.23,25.051,0.47,5.64,tC/ha,-1.765588824,29.02760311,0.47,5.64,
10194,Tropical,Shrubland,Europe,Primary,0,Natural,32.9,32.9,0.47,0.47,tC/ha,N/A,N/A,N/A,N/A,
10195,Tropical,Shrubland,Europe,Secondary,21,Natural,32.9,32.9,0.47,0.47,tC/ha,N/A,N/A,N/A,N/A,
10196,Tropical,Shrubland,Europe,Secondary,21,Plantation,14.1,14.1,2.35,2.35,tC/ha,N/A,N/A,N/A,N/A,
10197,Tropical,Shrubland,Europe,Secondary,0,Natural,32.9,32.9,0.47,0.47,tC/ha,N/A,N/A,N/A,N/A,
10198,Tropical,Shrubland,Europe,Secondary,0,Plantation,14.1,14.1,2.35,2.35,tC/ha,N/A,N/A,N/A,N/A,
10199,Tropical,Shrubland,Oceania,Primary,0,Natural,32.9,32.9,0.47,0.47,tC/ha,N/A,N/A,N/A,N/A,
10200,Tropical,Shrubland,Oceania,Secondary,21,Natural,32.9,32.9,0.47,0.47,tC/ha,N/A,N/A,N/A,N/A,
10201,Tropical,Shrubland,Oceania,Secondary,21,Plantation,14.1,14.1,2.35,2.35,tC/ha,N/A,N/A,N/A,N/A,
10202,Tropical,Shrubland,Oceania,Secondary,0,Natural,32.9,32.9,0.47,0.47,tC/ha,N/A,N/A,N/A,N/A,
10203,Tropical,Shrubland,Oceania,Secondary,0,Plantation,14.1,14.1,2.35,2.35,tC/ha,N/A,N/A,N/A,N/A,
10204,Tropical Montane,Mountain System,Eastern Africa,Primary,0,Natural,89.3,89.3,0.235,0.235,tC/ha,27.636,150.964,0.0235,0.4465,
10205,Tropical Montane,Mountain System,Central Africa,Primary,0,Natural,89.3,89.3,0.235,0.235,tC/ha,27.636,150.964,0.0235,0.4465,
10206,Tropical Montane,Mountain System,Northern Africa,Primary,0,Natural,89.3,89.3,0.235,0.235,tC/ha,27.636,150.964,0.0235,0.4465,
10207,Tropical Montane,Mountain System,Southern Africa,Primary,0,Natural,89.3,89.3,0.235,0.235,tC/ha,27.636,150.964,0.0235,0.4465,
10208,Tropical Montane,Mountain System,Western Africa,Primary,0,Natural,89.3,89.3,0.235,0.235,tC/ha,27.636,150.964,0.0235,0.4465,
10209,Tropical Montane,Mountain System,Eastern Africa,Secondary,21,Natural,89.3,89.3,0.846,0.846,tC/ha,27.636,150.964,0.0846,1.6074,
10210,Tropical Montane,Mountain System,Eastern Africa,Secondary,21,Plantation,14.1,70.5,4.7,4.7,tC/ha,1.835781852,78.06421815,-,-,
10211,Tropical Montane,Mountain System,Central Africa,Secondary,21,Natural,89.3,89.3,0.846,0.846,tC/ha,27.636,150.964,0.0846,1.6074,
10212,Tropical Montane,Mountain System,Central Africa,Secondary,21,Plantation,14.1,70.5,4.7,4.7,tC/ha,1.835781852,78.06421815,-,-,
10213,Tropical Montane,Mountain System,Northern Africa,Secondary,21,Natural,89.3,89.3,0.846,0.846,tC/ha,27.636,150.964,0.0846,1.6074,
10214,Tropical Montane,Mountain System,Northern Africa,Secondary,21,Plantation,14.1,70.5,4.7,4.7,tC/ha,1.835781852,78.06421815,-,-,
10215,Tropical Montane,Mountain System,Southern Africa,Secondary,21,Natural,89.3,89.3,0.846,0.846,tC/ha,27.636,150.964,0.0846,1.6074,
10216,Tropical Montane,Mountain System,Southern Africa,Secondary,21,Plantation,14.1,70.5,4.7,4.7,tC/ha,1.835781852,78.06421815,-,-,
10217,Tropical Montane,Mountain System,Western Africa,Secondary,21,Natural,89.3,89.3,0.846,0.846,tC/ha,27.636,150.964,0.0846,1.6074,
10218,Tropical Montane,Mountain System,Western Africa,Secondary,21,Plantation,14.1,70.5,4.7,4.7,tC/ha,1.835781852,78.06421815,-,-,
10219,Tropical Montane,Mountain System,Eastern Africa,Secondary,0,Natural,89.3,89.3,2.585,2.585,tC/ha,27.636,150.964,-0.611,5.781,
10220,Tropical Montane,Mountain System,Eastern Africa,Secondary,0,Plantation,14.1,47,4.7,4.7,tC/ha,-0.136704647,49.48670465,-,-,
10221,Tropical Montane,Mountain System,Central Africa,Secondary,0,Natural,89.3,89.3,2.585,2.585,tC/ha,27.636,150.964,-0.611,5.781,
10222,Tropical Montane,Mountain System,Central Africa,Secondary,0,Plantation,14.1,47,4.7,4.7,tC/ha,-0.136704647,49.48670465,-,-,
10223,Tropical Montane,Mountain System,Northern Africa,Secondary,0,Natural,89.3,89.3,2.585,2.585,tC/ha,27.636,150.964,-0.611,5.781,
10224,Tropical Montane,Mountain System,Northern Africa,Secondary,0,Plantation,14.1,47,4.7,4.7,tC/ha,-0.136704647,49.48670465,-,-,
10225,Tropical Montane,Mountain System,Southern Africa,Secondary,0,Natural,89.3,89.3,2.585,2.585,tC/ha,27.636,150.964,-0.611,5.781,
10226,Tropical Montane,Mountain System,Southern Africa,Secondary,0,Plantation,14.1,47,4.7,4.7,tC/ha,-0.136704647,49.48670465,-,-,
10227,Tropical Montane,Mountain System,Western Africa,Secondary,0,Natural,89.3,89.3,2.585,2.585,tC/ha,27.636,150.964,-0.611,5.781,
10228,Tropical Montane,Mountain System,Western Africa,Secondary,0,Plantation,14.1,47,4.7,4.7,tC/ha,-0.136704647,49.48670465,-,-,
10229,Tropical Montane,Mountain System,South America,Primary,0,Natural,91.65,91.65,0.235,0.235,tC/ha,46.718,136.582,-0.658,1.128,
10230,Tropical Montane,Mountain System,Central America,Primary,0,Natural,91.65,91.65,0.235,0.235,tC/ha,46.718,136.582,-0.658,1.128,
10231,Tropical Montane,Mountain System,Caribbean,Primary,0,Natural,91.65,91.65,0.235,0.235,tC/ha,46.718,136.582,-0.658,1.128,
10232,Tropical Montane,Mountain System,North America,Primary,0,Natural,91.65,91.65,0.235,0.235,tC/ha,46.718,136.582,-0.658,1.128,
10233,Tropical Montane,Mountain System,South America,Secondary,21,Natural,86.668,86.668,0.846,0.846,tC/ha,34.498,138.838,0.47,1.222,
10234,Tropical Montane,Mountain System,South America,Secondary,21,Plantation,14.1,79.9,3.76,8.46,tC/ha,1.200933689,75.17406631,4.23,6.58,
10235,Tropical Montane,Mountain System,Central America,Secondary,21,Natural,86.668,86.668,0.846,0.846,tC/ha,34.498,138.838,0.47,1.222,
10236,Tropical Montane,Mountain System,Central America,Secondary,21,Plantation,14.1,79.9,3.76,8.46,tC/ha,1.200933689,75.17406631,4.23,6.58,
10237,Tropical Montane,Mountain System,Caribbean,Secondary,21,Natural,86.668,86.668,0.846,0.846,tC/ha,34.498,138.838,0.47,1.222,
10238,Tropical Montane,Mountain System,Caribbean,Secondary,21,Plantation,14.1,79.9,3.76,8.46,tC/ha,1.200933689,75.17406631,4.23,6.58,
10239,Tropical Montane,Mountain System,North America,Secondary,21,Natural,86.668,86.668,0.846,0.846,tC/ha,34.498,138.838,0.47,1.222,
10240,Tropical Montane,Mountain System,North America,Secondary,21,Plantation,14.1,79.9,3.76,8.46,tC/ha,1.200933689,75.17406631,4.23,6.58,
