Tidal marsh,Seagrass,Mangrove
Boreal,Dry,226,108,0
Boreal,Moist,226,108,0
Cool Temperate,Dry,226,108,0
Cool Temperate,Moist,226,108,0
Warm Temperate,Dry,226,108,286
Warm Temperate,Moist,226,108,286
Tropical,Dry,226,108,286
Tropical,Moist,226,108,286
Tropical,Wet,226,108,286
Tropical Montane,Dry,226,108,286
