Tidal marsh,Seagrass,Mangrove
Boreal,Dry,-0.91,-0.43,0
Boreal,Moist,-0.91,-0.43,0
Cool Temperate,Dry,-0.91,-0.43,0
Cool Temperate,Moist,-0.91,-0.43,0
Warm Temperate,Dry,-0.91,-0.43,-1.62
Warm Temperate,Moist,-0.91,-0.43,-1.62
Tropical,Dry,-0.91,-0.43,-1.62
Tropical,Moist,-0.91,-0.43,-1.62
Tropical,Wet,-0.91,-0.43,-1.62
Tropical,Montane,-0.91,-0.43,-1.62
