Tidal marsh,Seagrass,Mangrove
Boreal,Dry,255,0,0
Boreal,Moist,255,0,0
Cool Temperate,Dry,255,0,0
Cool Temperate,Moist,255,0,0
Warm Temperate,Dry,255,0,386
Warm Temperate,Moist,255,0,386
Tropical,Dry,255,0,386
Tropical,Moist,255,0,386
Tropical,Wet,255,0,386
Tropical Montane,Dry,255,0,386
